Country,Code,Year,Month,Date,Consumer Price Index (CPI),Inflation monthly percent change in the CPI,Exchange rate USD,GDP per capita Purchasing Power Parity,Labor force million people,Unemployment rate,Foreign Direct Investment percent of GDP,Trade balance billion USD,Government debt as percent of GDP,Rule of law index (-2.5 weak; 2.5 strong),Government effectiveness index (-2.5 weak; 2.5 strong),Control of corruption (-2.5 weak; 2.5 strong),Regulatory quality index (-2.5 weak; 2.5 strong),Voice and accountability index (-2.5 weak; 2.5 strong),Political stability index (-2.5 weak; 2.5 strong),Corruption Perceptions Index 100 = no corruption,Political rights index 7 (weak) - 1 (strong),Civil liberties index 7 (weak) - 1 (strong) ,Short-term political risk (1=low 7=high),Medium/long-term political risk (1=low 7=high),Political violence risk (1=low 7=high),Internet users percent of population,Mobile phone subscribers per 100 people,Employment in agriculture % of total employment,Innovations index (0-100),Property rights index (0-100),Freedom from corruption index (0-100),Business freedom index (0-100),Labor freedom index (0-100),Population density people per square km,Life expectancy in years,GDP per capita Purchasing Power Parity,Fragile state index 0 (low) - 120 (high),Security threats index 0 (low) - 10 (high),State legitimacy index 0 (high) - 10 (low),Public services index 0 (high) - 10 (low),Human rights and rule of law index 0 (high) - 10 (low),Refugees and displaced persons index 0 (low) - 10 (high),Military spending percent of GDP,Labor force million people,Labor force participation rate,Percent urban population,Population density people per square km
Saudi Arabia,SAU,2017,7,7/1/17,97.95,-0.06,3.7503,48803.96,13.92,5.89,0.21,38.02,17.16,0.1,0.26,0.36,0,-1.68,-0.58,49,7,7,2,3,4,82.12,121.48,3.56,36.2,62,46,74,69,15,74.87,48803.96,71.2,6.3,8,3.8,9.1,4.7,10.25,13.92,56.26,83.62,15
Saudi Arabia,SAU,2017,8,8/1/17,97.78,-0.17,3.7502,48803.96,13.92,5.89,0.21,38.02,17.16,0.1,0.26,0.36,0,-1.68,-0.58,49,7,7,2,3,4,82.12,121.48,3.56,36.2,62,46,74,69,15,74.87,48803.96,71.2,6.3,8,3.8,9.1,4.7,10.25,13.92,56.26,83.62,15
Saudi Arabia,SAU,2017,9,9/1/17,97.74,-0.04,3.7502,48803.96,13.92,5.89,0.21,38.02,17.16,0.1,0.26,0.36,0,-1.68,-0.58,49,7,7,2,3,4,82.12,121.48,3.56,36.2,62,46,74,69,15,74.87,48803.96,71.2,6.3,8,3.8,9.1,4.7,10.25,13.92,56.26,83.62,15
Saudi Arabia,SAU,2017,10,10/1/17,97.23,-0.52,3.7503,48803.96,13.92,5.89,0.21,38.02,17.16,0.1,0.26,0.36,0,-1.68,-0.58,49,7,7,2,3,4,82.12,121.48,3.56,36.2,62,46,74,69,15,74.87,48803.96,71.2,6.3,8,3.8,9.1,4.7,10.25,13.92,56.26,83.62,15
Saudi Arabia,SAU,2017,11,11/1/17,96.56,-0.69,3.7504,48803.96,13.92,5.89,0.21,38.02,17.16,0.1,0.26,0.36,0,-1.68,-0.58,49,7,7,2,3,4,82.12,121.48,3.56,36.2,62,46,74,69,15,74.87,48803.96,71.2,6.3,8,3.8,9.1,4.7,10.25,13.92,56.26,83.62,15
Saudi Arabia,SAU,2017,12,12/1/17,96.85,0.3,3.75,48803.96,13.92,5.89,0.21,38.02,17.16,0.1,0.26,0.36,0,-1.68,-0.58,49,7,7,2,3,4,82.12,121.48,3.56,36.2,62,46,74,69,15,74.87,48803.96,71.2,6.3,8,3.8,9.1,4.7,10.25,13.92,56.26,83.62,15
Saudi Arabia,SAU,2018,1,1/1/18,100.85,4.13,3.75,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,2,2/1/18,100.75,-0.1,3.7497,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,3,3/1/18,100.62,-0.13,3.7498,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,4,4/1/18,100.33,-0.29,3.7503,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,5,5/1/18,100.1,-0.23,3.7506,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,6,6/1/18,100.29,0.19,3.7499,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,7,7/1/18,100.15,-0.14,3.7499,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,8,8/1/18,100.01,-0.14,3.7502,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,9,9/1/18,99.79,-0.22,3.7502,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,10,10/1/18,99.31,-0.48,3.7511,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,11,11/1/18,99.1,-0.21,3.7506,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,12,12/1/18,98.7,-0.4,3.7508,49100.66,14.28,6.04,0.54,104.56,19.1,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,93.31,122.57,2.52,34.3,53,50,74,65,16,75,49100.66,70.2,6,8.3,3.5,9,4.4,8.77,14.28,56.54,83.84,16
Saudi Arabia,SAU,2019,1,1/1/19,97.66,-1.05,3.7504,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Saudi Arabia,SAU,2019,2,2/1/19,97.49,-0.17,3.7501,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Saudi Arabia,SAU,2019,3,3/1/19,97.39,-0.1,3.7511,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Saudi Arabia,SAU,2019,4,4/1/19,97.44,0.05,3.7499,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Saudi Arabia,SAU,2019,5,5/1/19,97.47,0.03,3.7506,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Saudi Arabia,SAU,2019,6,6/1/19,97.69,0.23,3.7501,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Saudi Arabia,SAU,2019,7,7/1/19,97.96,0.28,3.7504,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Saudi Arabia,SAU,2019,8,8/1/19,98.15,0.19,3.7495,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Saudi Arabia,SAU,2019,9,9/1/19,98.38,0.23,3.748,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Saudi Arabia,SAU,2019,10,10/1/19,98.43,0.05,3.7511,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Saudi Arabia,SAU,2019,11,11/1/19,98.3,-0.13,3.75,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Saudi Arabia,SAU,2019,12,12/1/19,98.52,0.22,3.7509,,14.63,5.93,,,,,,,,,,53,7,7,2,3,4,,,2.4,32.9,55,50,72,63,,,,70.4,6,8.4,3.2,9.3,4.4,,14.63,56.81,,
Syria,SYR,2017,1,1/1/17,,,213.976,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2017,2,2/1/17,,,214.3518,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2017,3,3/1/17,,,214.3726,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2017,4,4/1/17,,,214.342,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2017,5,5/1/17,,,214.3571,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2017,6,6/1/17,,,214.3443,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2017,7,7/1/17,,,214.3416,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2017,8,8/1/17,,,514.9973,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2017,9,9/1/17,,,514.9991,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2017,10,10/1/17,,,514.9994,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2017,11,11/1/17,,,514.9994,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2017,12,12/1/17,,,514.9994,,4.83,8.36,,,,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,34.25,90,11.33,,37,30,66,56,93,70.97,,110.6,9.8,9.9,9.2,9.8,9.8,,4.83,41.52,53.5,93
Syria,SYR,2018,1,1/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2018,2,2/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2018,3,3/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2018,4,4/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2018,5,5/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2018,6,6/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2018,7,7/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2018,8,8/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2018,9,9/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2018,10,10/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2018,11,11/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2018,12,12/1/18,,,514.9994,,4.77,8.26,,,,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,,101.09,11.01,,37,23,62,59,92,71.78,,111.4,9.9,9.9,9.3,9.9,10,,4.77,41.15,54.16,92
Syria,SYR,2019,1,1/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
Syria,SYR,2019,2,2/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
Syria,SYR,2019,3,3/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
Syria,SYR,2019,4,4/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
Syria,SYR,2019,5,5/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
Syria,SYR,2019,6,6/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
Syria,SYR,2019,7,7/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
Syria,SYR,2019,8,8/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
Syria,SYR,2019,9,9/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
Syria,SYR,2019,10,10/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
Syria,SYR,2019,11,11/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
Syria,SYR,2019,12,12/1/19,,,514.9994,,4.8,8.37,,,,,,,,,,13,7,7,7,7,7,,,10.73,,37,20,50,58,,,,111.5,9.8,9.9,9.4,10,10,,4.8,40.76,,
