Country,Code,Year,Month,Date,Exchange rate USD,Unemployment rate,Rule of law index (-2.5 weak; 2.5 strong),Government effectiveness index (-2.5 weak; 2.5 strong),Control of corruption (-2.5 weak; 2.5 strong),Regulatory quality index (-2.5 weak; 2.5 strong),Voice and accountability index (-2.5 weak; 2.5 strong),Political stability index (-2.5 weak; 2.5 strong),Corruption Perceptions Index 100 = no corruption,Political rights index 7 (weak) - 1 (strong),Civil liberties index 7 (weak) - 1 (strong) ,Short-term political risk (1=low 7=high),Medium/long-term political risk (1=low 7=high),Political violence risk (1=low 7=high),Mobile phone subscribers per 100 people,Property rights index (0-100),Freedom from corruption index (0-100),Business freedom index (0-100),Labor freedom index (0-100),Life expectancy in years,Fragile state index 0 (low) - 120 (high),Security threats index 0 (low) - 10 (high),State legitimacy index 0 (high) - 10 (low),Public services index 0 (high) - 10 (low),Human rights and rule of law index 0 (high) - 10 (low),Refugees and displaced persons index 0 (low) - 10 (high),Labor force million people,Labor force participation rate,Percent urban population,Population density people per square km
Saudi Arabia,SAU,2018,10,10/1/18,3.7511,6.04,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,122.57,53,50,74,65,75,70.2,6,8.3,3.5,9,4.4,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,11,11/1/18,3.7506,6.04,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,122.57,53,50,74,65,75,70.2,6,8.3,3.5,9,4.4,14.28,56.54,83.84,16
Saudi Arabia,SAU,2018,12,12/1/18,3.7508,6.04,0.14,0.32,0.36,-0.05,-1.64,-0.52,49,7,7,2,3,4,122.57,53,50,74,65,75,70.2,6,8.3,3.5,9,4.4,14.28,56.54,83.84,16
Saudi Arabia,SAU,2019,1,1/1/19,3.7504,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Saudi Arabia,SAU,2019,2,2/1/19,3.7501,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Saudi Arabia,SAU,2019,3,3/1/19,3.7511,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Saudi Arabia,SAU,2019,4,4/1/19,3.7499,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Saudi Arabia,SAU,2019,5,5/1/19,3.7506,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Saudi Arabia,SAU,2019,6,6/1/19,3.7501,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Saudi Arabia,SAU,2019,7,7/1/19,3.7504,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Saudi Arabia,SAU,2019,8,8/1/19,3.7495,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Saudi Arabia,SAU,2019,9,9/1/19,3.748,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Saudi Arabia,SAU,2019,10,10/1/19,3.7511,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Saudi Arabia,SAU,2019,11,11/1/19,3.75,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Saudi Arabia,SAU,2019,12,12/1/19,3.7509,5.93,0.12,0.29,0.36,-0.025,-1.66,-0.55,53,7,7,2,3,4,122.03,55,50,72,63,74.94,70.4,6,8.4,3.2,9.3,4.4,14.63,56.81,83.73,15.5
Syria,SYR,2017,1,1/1/17,213.976,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2017,2,2/1/17,214.3518,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2017,3,3/1/17,214.3726,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2017,4,4/1/17,214.342,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2017,5,5/1/17,214.3571,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2017,6,6/1/17,214.3443,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2017,7,7/1/17,214.3416,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2017,8,8/1/17,514.9973,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2017,9,9/1/17,514.9991,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2017,10,10/1/17,514.9994,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2017,11,11/1/17,514.9994,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2017,12,12/1/17,514.9994,8.36,-2.09,-1.77,-1.56,-1.83,-1.97,-2.62,14,7,7,7,7,7,90,37,30,66,56,70.97,110.6,9.8,9.9,9.2,9.8,9.8,4.83,41.52,53.5,93
Syria,SYR,2018,1,1/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2018,2,2/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2018,3,3/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2018,4,4/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2018,5,5/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2018,6,6/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2018,7,7/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2018,8,8/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2018,9,9/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2018,10,10/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2018,11,11/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2018,12,12/1/18,514.9994,8.26,-2.05,-1.67,-1.63,-1.8,-1.96,-2.74,13,7,7,7,7,7,101.09,37,23,62,59,71.78,111.4,9.9,9.9,9.3,9.9,10,4.77,41.15,54.16,92
Syria,SYR,2019,1,1/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
Syria,SYR,2019,2,2/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
Syria,SYR,2019,3,3/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
Syria,SYR,2019,4,4/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
Syria,SYR,2019,5,5/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
Syria,SYR,2019,6,6/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
Syria,SYR,2019,7,7/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
Syria,SYR,2019,8,8/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
Syria,SYR,2019,9,9/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
Syria,SYR,2019,10,10/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
Syria,SYR,2019,11,11/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
Syria,SYR,2019,12,12/1/19,514.9994,8.37,-2.07,-1.72,-1.595,-1.815,-1.965,-2.68,13,7,7,7,7,7,95.55,37,20,50,58,71.38,111.5,9.8,9.9,9.4,10,10,4.8,40.76,53.83,92.5
